Product_ID,Product_ID,Product_Title,Description,Category,Price,Price,Rating,Rating,Rating_Count,Rating_Count,Store,feature_list,combined_text
0634003224,722,Essential Elements for Band - Trombone Book 1 with EEi,"['About the Author', 'Founded in 1947, Hal Leonard LLC has become the worlds largest source of music performance and instructional materials, with a catalog of over a million products in both physical and digital form. They represent many of the greatest songwriters and artists of all time and publish and distribute works from all genres of music for all styles of musicians and ensembles.']",Books,10.99,10.99,4.7,4.7,1858,1858,Hal Leonard Corp. (Author),"['[""(Essential Elements). Essential Elements for Band offers beginning students sound pedagogy and engaging music, all carefully paced to successfully start young players on their musical journey. EE features both familiar songs and specially designed exercises, created and arranged for the classroom in a unison-learning environment, as well as instrument-specific exercises to focus each student on the unique characteristics of their own instrument. EE provides both teachers and students with a wealth of materials to develop total musicianship, even at the beginning stages. Essential Elements now includes Essential Elements Interactive (EEi), the ultimate online music education resource. EEi introduces the first-ever, easy set of technology tools for online teaching, learning, assessment, and communication... ideal for teaching today\'s beginning band and string students, both in the classroom and at home. For more information, visit"", \'Hal Leonard Online - Essential Elements Interactive.\', \'For a complete overview of Book 1, click\', \'here.\']']","Essential Elements for Band - Trombone Book 1 with EEi ['About the Author', 'Founded in 1947, Hal Leonard LLC has become the worlds largest source of music performance and instructional materials, with a catalog of over a million products in both physical and digital form. They represent many of the greatest songwriters and artists of all time and publish and distribute works from all genres of music for all styles of musicians and ensembles.'] Books ['Musical Instruments', 'Band & Orchestra', 'Brass']"
B075R58Q4Y,723,"Rockville RPM85 2400w Powered 8 Channel Mixer, USB, 5 Band EQ, Effects/Bluetooth","['The Rockville RPM85 is an 8 channel wood cabinet powered mixer with USB/SD input and LCD display. This mixer is one of the best sounding powered mixers on the market. This will compete with the most premium brands on the market in terms of sound quality and how much power this has. I personally tested our RPM series of powered mixers and I was completely blown away! I ran this to (2) Yamaha speakers and even with the volume turned up half way these were insanely loud! When I cranked the volume to 90 % the clarity was just un-believable. The power amp built into this mixer is 225 x 2 RMS @ 8 ohms and 300 x 2 RMS @ 4 ohms. We rate the RMS very strictly the way famous brands like Mackie rate their items. We also supply you with program and peak ratings but RMS is the true continuous output power.This powered mixer is rugged and tough! It is enclosed in a high quality wooden enclosure which can take a real beating! This model has 8 channels making it versatile enough for most parties and gigs. It has adjustable delay and echo effects, along with individual controls on each channel for reverb, bass, and treble.We added built in bluetooth, USB, and SD players giving you a lot of playback options.Features:Rockville RPM85 2400w Powered 8 Channel Mixer, USB, 5 Band EQ, Effects/BluetoothRMS Power Output:.....300w x 2 @ 4 Ohm.....225w x 2 @ 8 Ohm.....600w x 1 @ 8 OhmProgram Power Output:.....600w x 2 @ 4 Ohm.....450w x 2 @ 8 Ohm.....1200w x 1 @ 8 OhmPeak Power Output:.....1200w x 2 @ 4 Ohm.....900w x 2 @ 8 Ohm.....2400w x 1 @ 8 OhmIndividual Volume, Reverb, Bass, and Treble controlsAdjustable effects: volume, echo, and delayBuilt in bluetooth playbackUSB InputSD InputMP3 Volume controlAUX volume controlMaster volume controlIlluminated 5 band graphic equalizer5 segment LED power out displayDimensions: 19” x 12” x 7.5”Weight: 25.4Lbs.']",Musical Instruments,199.95,199.95,4.4,4.4,1858,1858,Rockville,"[""['Features: Rockville RPM85 2400w Powered 8 Channel Mixer, USB, 5 Band EQ, Effects/Bluetooth. RMS Power Output: .....300w x 2 @ 4 Ohm .....225w x 2 @ 8 Ohm .....600w x 1 @ 8 Ohm', 'Program Power Output: .....600w x 2 @ 4 Ohm .....450w x 2 @ 8 Ohm .....1200w x 1 @ 8 Ohm. Peak Power Output: .....1200w x 2 @ 4 Ohm .....900w x 2 @ 8 Ohm .....2400w x 1 @ 8 Ohm', 'Individual Volume, Reverb, Bass, and Treble controls. Adjustable effects: volume, echo, and delay. Built in bluetooth playback. USB Input. SD Input. MP3 Volume control. AUX volume control', 'Master volume control. Illuminated 5 band graphic equalizer. 5 segment LED power out display. 8 balanced XLR inputs. 8 1/4 TRS inputs. 1 RCA L/R AUX input. 1 RCA L/R Rec output', '1 1/4 Effect loop input/output. Dual 1/4 speaker outputs (accepts 4 ohm or 8 ohm speakers). +15V phantom power. Fan Vent Cooling System. Dimensions: 19 x 12 x 7.5. Weight: 25.4Lbs.']""]","Rockville RPM85 2400w Powered 8 Channel Mixer, USB, 5 Band EQ, Effects/Bluetooth ['The Rockville RPM85 is an 8 channel wood cabinet powered mixer with USB/SD input and LCD display. This mixer is one of the best sounding powered mixers on the market. This will compete with the most premium brands on the market in terms of sound quality and how much power this has. I personally tested our RPM series of powered mixers and I was completely blown away! I ran this to (2) Yamaha speakers and even with the volume turned up half way these were insanely loud! When I cranked the volume to 90 % the clarity was just un-believable. The power amp built into this mixer is 225 x 2 RMS @ 8 ohms and 300 x 2 RMS @ 4 ohms. We rate the RMS very strictly the way famous brands like Mackie rate their items. We also supply you with program and peak ratings but RMS is the true continuous output power.This powered mixer is rugged and tough! It is enclosed in a high quality wooden enclosure which can take a real beating! This model has 8 channels making it versatile enough for most parties and gigs. It has adjustable delay and echo effects, along with individual controls on each channel for reverb, bass, and treble.We added built in bluetooth, USB, and SD players giving you a lot of playback options.Features:Rockville RPM85 2400w Powered 8 Channel Mixer, USB, 5 Band EQ, Effects/BluetoothRMS Power Output:.....300w x 2 @ 4 Ohm.....225w x 2 @ 8 Ohm.....600w x 1 @ 8 OhmProgram Power Output:.....600w x 2 @ 4 Ohm.....450w x 2 @ 8 Ohm.....1200w x 1 @ 8 OhmPeak Power Output:.....1200w x 2 @ 4 Ohm.....900w x 2 @ 8 Ohm.....2400w x 1 @ 8 OhmIndividual Volume, Reverb, Bass, and Treble controlsAdjustable effects: volume, echo, and delayBuilt in bluetooth playbackUSB InputSD InputMP3 Volume controlAUX volume controlMaster volume controlIlluminated 5 band graphic equalizer5 segment LED power out displayDimensions: 19” x 12” x 7.5”Weight: 25.4Lbs.'] Musical Instruments ['Musical Instruments', 'Live Sound & Stage', 'Powered Mixers']"
B014PEZVKU,724,"Ernie Ball Super Locks, Nickel (P04600)","['Made from nickel plated steel. Complete 360 degree secure connection. Robust mechanics providing maximum durability. Set of 2. Pilot hole: 7/64"" Diameter, 1 1/2"" Deep']",Musical Instruments,19.99,19.99,4.8,4.8,1858,1858,Ernie Ball,"['[\'Made from nickel plated steel.\', \'Set of 2. Screws included.\', \'Robust mechanics provide maximum durability.\', \'Complete 360 degree secure connection.\', \'Pilot hole: 7/64"" diameter, 1 1/2"" deep.\']']","Ernie Ball Super Locks, Nickel (P04600) ['Made from nickel plated steel. Complete 360 degree secure connection. Robust mechanics providing maximum durability. Set of 2. Pilot hole: 7/64"" Diameter, 1 1/2"" Deep'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Strap Locks']"
B07SB3JPWX,725,Fathers Day Gift Mens I couldn't Pick a Better Dad Guitar Pick Custom Gift for Daddy Papa Stainless Steel (Rose Gold),"['If you need engraving the any words please choose the option - Personalized Back ,and send the message to tell us which you want engraved at back,like name,date,best wishes...', ""3Colors - Base/Gold/Rose Gold; I Couldn't Pick A Better Dad"", 'Fathers Day Gift, Gift for men, Guitar Pick, Custom Guitar Pick, Gift for Papa From Daughter Son', 'Stainless steel - Meet rigid safety and non-toxic materials standard ,no distortion, no damp, no rust', ""PERFECT GIFT for DAD not just for father's day birthday but for any time of the year!The love between father and daughter ,father and son is forever!""]",Musical Instruments,8.99,8.99,4.8,4.8,1857,1857,lauhonmin,"['[\'If you need engraving the any words please choose the option - Personalized Back ,and send the message to tell us which you want engraved at back,like name,date,best wishes...\', ""3Colors - Base/Gold/Rose Gold; I Couldn\'t Pick A Better Dad"", \'Fathers Day Gift, Gift for men, Guitar Pick, Custom Guitar Pick, Gift for Papa From Daughter Son\', \'Stainless steel - Meet rigid safety and non-toxic materials standard ,no distortion, no damp, no rust\', ""PERFECT GIFT for DAD not just for father\'s day birthday but for any time of the year!The love between father and daughter ,father and son is forever!""]']","Fathers Day Gift Mens I couldn't Pick a Better Dad Guitar Pick Custom Gift for Daddy Papa Stainless Steel (Rose Gold) [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']"
B000GSA59M,726,Behringer Xenyx X1204USB Mixer with USB and Effects,"['Perfect for a small live-performance mixer, as well as home-based recording setup, the 1204USB provides four mono channels with premium XENYX mic preamps, neo-classic 3-band British-style EQ and two stereo input channels. Far from being a “bare-bones” mixer, all mono channels feature our “one knob” studio-grade compressor and two Aux Sends (one each pre- and post-fader). Two stereo Aux Returns are included for use with external FX modules. The built-in USB audio interface provides bi-directional transfer of signals between the mixer and computer.']",Musical Instruments,209.0,209.0,4.6,4.6,1856,1856,Behringer,"[""['8-channel USB Mixer with One-knob Compression', '3-b EQ Per Channel', '2 Aux Sends', 'Built-in FX', '2 Busses']""]","Behringer Xenyx X1204USB Mixer with USB and Effects ['Perfect for a small live-performance mixer, as well as home-based recording setup, the 1204USB provides four mono channels with premium XENYX mic preamps, neo-classic 3-band British-style EQ and two stereo input channels. Far from being a “bare-bones” mixer, all mono channels feature our “one knob” studio-grade compressor and two Aux Sends (one each pre- and post-fader). Two stereo Aux Returns are included for use with external FX modules. The built-in USB audio interface provides bi-directional transfer of signals between the mixer and computer.'] Musical Instruments ['Musical Instruments', 'Studio Recording Equipment', 'Mixers & Accessories', 'Mixers', 'Unpowered']"
B07R3S93K8,727,Top Stage 4-PACK Guitar Hangers Stands Hooks Holders Wall Mount,"['Top Stage pack of 4 guitar hangers. Fits all size bass and electric guitars. Non-marring rubber coating protects the instrument. Flexible support arms hug the neck of any guitar for a secure fit. Wall screws included, Free.']",Musical Instruments,6.99,6.99,4.5,4.5,1854,1854,Top Stage,"[""['Fits most guitars', 'Flexible support arms hug the neck of any Guitar for a secure fit', 'Non-marring rubber coating protects the instrument', 'Wall screws included, Free']""]","Top Stage 4-PACK Guitar Hangers Stands Hooks Holders Wall Mount ['Top Stage pack of 4 guitar hangers. Fits all size bass and electric guitars. Non-marring rubber coating protects the instrument. Flexible support arms hug the neck of any guitar for a secure fit. Wall screws included, Free.'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Stands, Hangers & Racks', 'Stands']"
B0BNQJ8LRS,728,Sony SRS-XP500 X-Series Wireless Portable-BLUETOOTH-Karaoke Party-Speaker IPX4 Splash-resistant with 20 Hour-Battery,"['Bring clear, powerful sound to the party with the SRS-XP500 Portable Wireless Speaker. Add extra juice to the hits with MEGA BASS and Sony’s unique X-Balanced Speaker units, and keep the energy going with up to 20 hours of battery life plus USB-C quick charging.']",Home Audio & Theater,298.0,298.0,4.7,4.7,1854,1854,Sony,"[""['Powerful Party Sound with MEGA BASS', 'Up to 20 hours of battery life with quick charging', 'X-Balanced Speaker for powerful bass. Supported Codecs: SBC, AAC, LDAC', 'IPX4 splash resistant design', 'New concept LED indirect illumination lighting', 'Unleash your inner pop star with 2 mic/guitar rear inputs', 'Integrated carry handle for easy portability', 'Connect and stream music easily with Bluetooth', 'Charge your device and play your tracks via USB port', 'Place the speaker upright or on its side']""]","Sony SRS-XP500 X-Series Wireless Portable-BLUETOOTH-Karaoke Party-Speaker IPX4 Splash-resistant with 20 Hour-Battery ['Bring clear, powerful sound to the party with the SRS-XP500 Portable Wireless Speaker. Add extra juice to the hits with MEGA BASS and Sony’s unique X-Balanced Speaker units, and keep the energy going with up to 20 hours of battery life plus USB-C quick charging.'] Home Audio & Theater ['Musical Instruments', 'Live Sound & Stage', 'PA Systems']"
B0BTLZMMFT,729,"Aokeo 1-Channel 48V Phantom Power Supply with Adapter, Bonus+XLR 3 Pin Microphone Cable for Any Condenser Microphone Music Recording Equipment","['Delivers reliable 48V phantom power for condenser microphones and transfer sound signal to sound card in a compact, durable, plastic housing.', 'Universal XLR input and output, compatible with all kinds of microphone music recording equipment.Comes with one XLR audio cable with high quality XLR male and female connectors.', 'On/off power switch and LED indicator for ease of operation. One Adapter is included. Simple to use and ideal for stage and studio use.', 'Features a single channel unit with balanced mic inputs and outputs to connect in-line with your mic and mixer.', 'Note: Phantom power provides a 48V voltage to the condenser microphone, but phantom power does not enhance the microphone sound quality and improve the normal volume. Input Voltage: 110V. Microphone is not included.']",All Electronics,19.99,19.99,4.3,4.3,1854,1854,Aokeo,"[""['Delivers reliable 48V phantom power for condenser microphones and transfer sound signal to sound card in a compact, durable, plastic housing.', 'Universal XLR input and output, compatible with all kinds of microphone music recording equipment.Comes with one XLR audio cable with high quality XLR male and female connectors.', 'On/off power switch and LED indicator for ease of operation. One Adapter is included. Simple to use and ideal for stage and studio use.', 'Features a single channel unit with balanced mic inputs and outputs to connect in-line with your mic and mixer.', 'Note: Phantom power provides a 48V voltage to the condenser microphone, but phantom power does not enhance the microphone sound quality and improve the normal volume. Input Voltage: 110V. Microphone is not included.']""]","Aokeo 1-Channel 48V Phantom Power Supply with Adapter, Bonus+XLR 3 Pin Microphone Cable for Any Condenser Microphone Music Recording Equipment [] All Electronics ['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Phantom Power Supplies']"
B07B4ZZVDV,730,H.W. Tenor Sax Pad-Saver,['Hw Pad-Saver for Tenor Saxophone keeps your instrument clean and playing consistently with superior quality swabs and brushes made by HW products.'],Musical Instruments,28.0,28.0,4.7,4.7,1849,1849,H.W.,"[""['Instantly wicks corrosive moisture from pads, tone holes, and bore extending life of the pads and saving money', 'Made of micro-fiber material that will not shed, shrink or bleed', 'Special HW micro-fibers pull saliva away from any surface they touch, allowing it to dry on the HW Pad-Saver rather than on the instrument', 'Can be stored inside or outside the instrument', 'Also available for Alto & soprano sax']""]","H.W. Tenor Sax Pad-Saver ['Hw Pad-Saver for Tenor Saxophone keeps your instrument clean and playing consistently with superior quality swabs and brushes made by HW products.'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Stand Lights']"
B0BT2Q355P,731,MusicNomad Premium Spanner Wrench with Microfiber Suede Backing (MN224),"['Tightening and making adjustments to your gear just got a whole lot easier with MusicNomad’s premium Multi spanner wrench. Featuring high quality 100% stainless steel combined with precision cut teeth ensures a tight grip on those unique elements of your gear like toggle switches and adjustable bridge thumb wheels. Our low 1.2mm profile lets you get under raised volume control knobs and strings to tighten hard to reach nuts. A soft microfiber suede backing keeps your finish scratch free during use. Compact in size for your pocket and case, big on results for the stage and studio.']",Musical Instruments,11.49,11.49,4.7,4.7,1848,1848,MusicNomad,"[""['Perfect for adjusting round screws', '100% stainless steel combined with precision cut teeth', 'Soft suede microfiber backing keeps the metal off your gear', 'Low 1.2mm profile get under raised volume control knobs']""]","MusicNomad Premium Spanner Wrench with Microfiber Suede Backing (MN224) ['Tightening and making adjustments to your gear just got a whole lot easier with MusicNomad’s premium Multi spanner wrench. Featuring high quality 100% stainless steel combined with precision cut teeth ensures a tight grip on those unique elements of your gear like toggle switches and adjustable bridge thumb wheels. Our low 1.2mm profile lets you get under raised volume control knobs and strings to tighten hard to reach nuts. A soft microfiber suede backing keeps your finish scratch free during use. Compact in size for your pocket and case, big on results for the stage and studio.'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Tools']"
B0039PPW60,732,Behringer Xenyx X1204USB Mixer with USB and Effects,"['Perfect for a small live-performance mixer, as well as home-based recording setup, the 1204USB provides four mono channels with premium XENYX mic preamps, neo-classic 3-band British-style EQ and two stereo input channels. Far from being a “bare-bones” mixer, all mono channels feature our “one knob” studio-grade compressor and two Aux Sends (one each pre- and post-fader). Two stereo Aux Returns are included for use with external FX modules. The built-in USB audio interface provides bi-directional transfer of signals between the mixer and computer.']",Musical Instruments,209.0,209.0,4.5,4.5,1847,1847,Behringer,"[""['8-channel USB Mixer with One-knob Compression', '3-b EQ Per Channel', '2 Aux Sends', 'Built-in FX', '2 Busses']""]","Behringer Xenyx X1204USB Mixer with USB and Effects ['Perfect for a small live-performance mixer, as well as home-based recording setup, the 1204USB provides four mono channels with premium XENYX mic preamps, neo-classic 3-band British-style EQ and two stereo input channels. Far from being a “bare-bones” mixer, all mono channels feature our “one knob” studio-grade compressor and two Aux Sends (one each pre- and post-fader). Two stereo Aux Returns are included for use with external FX modules. The built-in USB audio interface provides bi-directional transfer of signals between the mixer and computer.'] Musical Instruments ['Musical Instruments', 'Studio Recording Equipment', 'Mixers & Accessories', 'Mixers', 'Unpowered']"
B00B1ZONFG,733,D'Addario Electric Bass Guitar Strings - EXL160BT 50-120 - Nickel Wound Bass Strings - For Bass Guitar 4 String - Balanced Tension Medium,"['Product Description', ""D'Addario EXL160BT Balanced Tension electric guitar sets are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.XL Nickel Wound, D'Addario's most popular electric guitar strings, are precision wound with nickel-plated steel onto a carefully drawn, hexagonally shaped, high carbon steel core. The result, strings with long lasting, distinctive bright tone and excellent intonation, is ideal for the widest variety of guitars and musical styles. D'Addario, the world's largest manufacturer of musical instrument strings, is known as The Players Choice with a reputation for unsurpassed quality and consistency. D'Addario's innovative, environmentally friendly packaging reduces waste and provides protection from corrosion. All D'Addario strings are manufactured in the U.S.A. using proprietary, digitally controlled, state-of-the-art machinery for unmatched performance, set after set."", 'From the Manufacturer', ""We call it math. You'll call it music."", 'Available for guitar and bass, D’Addario Balanced Tension sets are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings.', 'Innovation at your fingertips:', 'Through extensive, detailed, and comprehensive testing, the performance advantages you’ll experience with D’Addario Balanced Tension XL sets over traditional strings are as follows:', 'Based on traditional gauges, but optimized for “balanced tension” between strings', 'Based on traditional gauges, but optimized for “balanced tension” between strings', 'Mathematically equalized resistance delivers comparable feel from string to string', 'Mathematically equalized resistance delivers comparable feel from string to string', 'Even effort while bending, strumming, plucking and slapping delivers greater dynamic control.', 'Even effort while bending, strumming, plucking and slapping delivers greater dynamic control.', 'More Balance, More Control, More Selection', 'XL Balanced Tension Sets are available in 3 different options for Bass Guitar:', ""The D'Addario Difference"", ""Your strings matter. D'Addario's XL Nickel Wound strings are engineered to serve as the critical link between you and your guitar. Our most popular bass guitar strings, XL's are precision wound with highly magnetic nickel-plated steel to exacting specifications, resulting in strings with long lasting, distinctive bright tone, and excellent intonation. Ideal for the widest variety of guitars and musical styles, XL's are the choice of countless professionals around the world."", ""The combination of the most advanced computer-controlled winding technology and stringent incoming wire inspection delivers unmatched consistency, string after string, set after set. Our passion for and commitment to environmentally responsible packaging and raw materials fuels our continued innovation. Every D'Addario string is made in the U.S.A., ensuring the highest quality and performance.""]",Musical Instruments,17.79,17.79,4.8,4.8,1844,1844,D'Addario,"[""['BALANCED TENSION - Balanced Tension sets allow the player to apply the same amount of fret hand pressure to each string', 'ROUND WOUND - Round wound with nickel-plated steel for distinctive bright tone', 'GAUGES - Plain Steel .010, .0135, .017, Nickel Wound .024, .034, .046', 'EARN REWARD POINTS - Chromes sets have a code on the recyclable VCI bag, which you can register to earn Players Circle points.', 'MADE IN THE USA – D’Addario electric guitar strings are made in the USA—drawn to our exacting specifications at our New York production facility.']""]","D'Addario Electric Bass Guitar Strings - EXL160BT 50-120 - Nickel Wound Bass Strings - For Bass Guitar 4 String - Balanced Tension Medium ['Product Description', ""D'Addario EXL160BT Balanced Tension electric guitar sets are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.XL Nickel Wound, D'Addario's most popular electric guitar strings, are precision wound with nickel-plated steel onto a carefully drawn, hexagonally shaped, high carbon steel core. The result, strings with long lasting, distinctive bright tone and excellent intonation, is ideal for the widest variety of guitars and musical styles. D'Addario, the world's largest manufacturer of musical instrument strings, is known as The Players Choice with a reputation for unsurpassed quality and consistency. D'Addario's innovative, environmentally friendly packaging reduces waste and provides protection from corrosion. All D'Addario strings are manufactured in the U.S.A. using proprietary, digitally controlled, state-of-the-art machinery for unmatched performance, set after set."", 'From the Manufacturer', ""We call it math. You'll call it music."", 'Available for guitar and bass, D’Addario Balanced Tension sets are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings.', 'Innovation at your fingertips:', 'Through extensive, detailed, and comprehensive testing, the performance advantages you’ll experience with D’Addario Balanced Tension XL sets over traditional strings are as follows:', 'Based on traditional gauges, but optimized for “balanced tension” between strings', 'Based on traditional gauges, but optimized for “balanced tension” between strings', 'Mathematically equalized resistance delivers comparable feel from string to string', 'Mathematically equalized resistance delivers comparable feel from string to string', 'Even effort while bending, strumming, plucking and slapping delivers greater dynamic control.', 'Even effort while bending, strumming, plucking and slapping delivers greater dynamic control.', 'More Balance, More Control, More Selection', 'XL Balanced Tension Sets are available in 3 different options for Bass Guitar:', ""The D'Addario Difference"", ""Your strings matter. D'Addario's XL Nickel Wound strings are engineered to serve as the critical link between you and your guitar. Our most popular bass guitar strings, XL's are precision wound with highly magnetic nickel-plated steel to exacting specifications, resulting in strings with long lasting, distinctive bright tone, and excellent intonation. Ideal for the widest variety of guitars and musical styles, XL's are the choice of countless professionals around the world."", ""The combination of the most advanced computer-controlled winding technology and stringent incoming wire inspection delivers unmatched consistency, string after string, set after set. Our passion for and commitment to environmentally responsible packaging and raw materials fuels our continued innovation. Every D'Addario string is made in the U.S.A., ensuring the highest quality and performance.""] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Strings', 'Bass Guitar Strings']"
B093F932TQ,734,"WINGO Pro Ukulele Capo for Soprano Concert Baritone, Black.","['*Pro for Ukulele--Small size perfect for the necks and fingerboards of all types Ukulele.', '*Quick Release--Quickly and easily released and re-positioned without disturbing the tuning.', '*Strong Spring--Spring action clamp holds capo firmly in place, keeps strings in tune.', '*Lightweight--Samll size with light weight,easy to carry and stock.', '*Guarantee--100% life time guarantee,if you are not happy with it,just let us know to get your money back.']",Musical Instruments,8.88,8.88,4.8,4.8,1844,1844,WINGO,"[""['*Pro for Ukulele--Small size perfect for the necks and fingerboards of all types Ukulele.', '*Quick Release--Quickly and easily released and re-positioned without disturbing the tuning.', '*Strong Spring--Spring action clamp holds capo firmly in place, keeps strings in tune.', '*Lightweight--Samll size with light weight,easy to carry and stock.', '*Guarantee--100% life time guarantee,if you are not happy with it,just let us know to get your money back.']""]","WINGO Pro Ukulele Capo for Soprano Concert Baritone, Black. [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Capos']"
B07W17441F,735,"Mendini By Cecilio Violin - MV500+92D - Size 4/4 (Full Size), Black Solid Wood - Flamed, 1-Piece Violins w/Case, Tuner, Shoulder Rest, Bow, Rosin, Bridge & Strings - Adult, Kids","['ELEGANT DESIGN: As beautiful as most stringed musical instruments, this violin for kids and adults has a hand-carved 1-piece maple back, neck and sides. A beautiful varnish finish and inlaid purfling.', '4/4 VIOLIN LEARNING KIT INCLUDES: 2 bows, extra set of violin strings, a quality rosin, adjustable shoulder rest with padding and a chromatic string tuner with metronome. Comes with lightweight hard case fashioned with backpack and shoulder straps.', 'THE RIGHT SIZE: To measure which size violin is best, measure from the neck to the middle of your left-hand palm (as if holding an invisible violin in straight outstretched arm). Consult table below.', 'GREAT VIOLIN FOR BEGINNERS & ADVANCED MUSICIANS: Ideal stringed musical instrument for any student or experienced player. The set includes all the necessities to start learning how to play.', 'HANDLE WITH CARE: The violin fiddle kit, like most band & orchestra musical instruments, is delicate. Please note the bridge will not be setup to avoid damage during shipping. NOTE: Tuning pegs must be handled with care and pushed in when adjusting.']",Musical Instruments,199.99,199.99,4.4,4.4,1843,1843,Mendini by Cecilio,"[""['ELEGANT DESIGN: As beautiful as most stringed musical instruments, this violin for kids and adults has a hand-carved 1-piece maple back, neck and sides. A beautiful varnish finish and inlaid purfling.', '4/4 VIOLIN LEARNING KIT INCLUDES: 2 bows, extra set of violin strings, a quality rosin, adjustable shoulder rest with padding and a chromatic string tuner with metronome. Comes with lightweight hard case fashioned with backpack and shoulder straps.', 'THE RIGHT SIZE: To measure which size violin is best, measure from the neck to the middle of your left-hand palm (as if holding an invisible violin in straight outstretched arm). Consult table below.', 'GREAT VIOLIN FOR BEGINNERS & ADVANCED MUSICIANS: Ideal stringed musical instrument for any student or experienced player. The set includes all the necessities to start learning how to play.', 'HANDLE WITH CARE: The violin fiddle kit, like most band & orchestra musical instruments, is delicate. Please note the bridge will not be setup to avoid damage during shipping. NOTE: Tuning pegs must be handled with care and pushed in when adjusting.']""]","Mendini By Cecilio Violin - MV500+92D - Size 4/4 (Full Size), Black Solid Wood - Flamed, 1-Piece Violins w/Case, Tuner, Shoulder Rest, Bow, Rosin, Bridge & Strings - Adult, Kids [] Musical Instruments ['Musical Instruments', 'Band & Orchestra', 'Orchestral Strings', 'Violins', 'Acoustic Violins']"
B0B5SJVY85,736,SONICAKE Distortion Pedal Rude Mouse Distortion 2 Modes Classic Hyper Crunch to Fuzzy Guitar Pedal True Bypass,"['100% Analog Circuit offers you from Creamy Overdrive to Rock Distortion and Massive Fuzz Tone', ""Guitar Effects Overdrive Distortion Fuzz Pedal Iconic Tasty Sound offering Tonal Versatility for different Genres of Rock n' Roll Music"", 'Classic FILTER Design keeps a Tone Secret and offers a Wide Tone Control Range from Pitch Dark to Aggressively Blasting', 'True Bypass Footswitch keeps a clean Signal Path For Guitar Pedal', 'Guitar Effects Pedal Working with 9V Center Negative Regular Power Supply(NOT included)']",Musical Instruments,37.99,37.99,4.5,4.5,1843,1843,SONICAKE,"['[\'100% Analog Circuit offers you from Creamy Overdrive to Rock Distortion and Massive Fuzz Tone\', ""Guitar Effects Overdrive Distortion Fuzz Pedal Iconic Tasty Sound offering Tonal Versatility for different Genres of Rock n\' Roll Music"", \'Classic FILTER Design keeps a Tone Secret and offers a Wide Tone Control Range from Pitch Dark to Aggressively Blasting\', \'True Bypass Footswitch keeps a clean Signal Path For Guitar Pedal\', \'Guitar Effects Pedal Working with 9V Center Negative Regular Power Supply(NOT included)\']']","SONICAKE Distortion Pedal Rude Mouse Distortion 2 Modes Classic Hyper Crunch to Fuzzy Guitar Pedal True Bypass [] Musical Instruments ['Musical Instruments', 'Amplifiers & Effects', 'Guitar Effects', 'Electric Guitar Effects', 'Distortion & Overdrive']"
B07DL3DR2D,737,"Yamaha HPH-50WH Compact Closed-Back Headphones, White","['Simple, compact headphones that let you enjoy professional-grade sound quality. HPH-50 headphones deliver quality sound with a carefully balanced bass and treble that is intensely satisfying to the listener, whether playing back recorded media or performing on a digital instrument.']",Musical Instruments,35.99,35.99,4.5,4.5,1841,1841,YAMAHA,"[""['Swivel mechanism allows 90 degree turns to properly fit your ear angle', 'Compact, fashionable design available in black or white to match your instrument', 'Gold plated stereo plug and 2-meter cable for easy, convenient connection', 'Comfortable listening for extended periods']""]","Yamaha HPH-50WH Compact Closed-Back Headphones, White ['Simple, compact headphones that let you enjoy professional-grade sound quality. HPH-50 headphones deliver quality sound with a carefully balanced bass and treble that is intensely satisfying to the listener, whether playing back recorded media or performing on a digital instrument.'] Musical Instruments ['Musical Instruments', 'Studio Recording Equipment', 'Headphone & In-Ear Audio Monitors', 'Headphones']"
